,primary_label,secondary_labels,type,filename,collection,rating,latitude,longitude,scientific_name,common_name,genus,species,inat_taxon_id,class_name
15,1346504,[''],[''],1346504/CSA18784.ogg,CSA,0.0,5.7892,-73.5504,Neoconocephalus brachypterus,Neoconocephalus brachypterus,Neoconocephalus,brachypterus,1346504,Insecta
16,1346504,[''],[''],1346504/CSA18791.ogg,CSA,0.0,5.7892,-73.5504,Neoconocephalus brachypterus,Neoconocephalus brachypterus,Neoconocephalus,brachypterus,1346504,Insecta
17,1346504,[''],[''],1346504/CSA18792.ogg,CSA,0.0,5.7892,-73.5504,Neoconocephalus brachypterus,Neoconocephalus brachypterus,Neoconocephalus,brachypterus,1346504,Insecta
18,1346504,[''],[''],1346504/CSA18793.ogg,CSA,0.0,5.7892,-73.5504,Neoconocephalus brachypterus,Neoconocephalus brachypterus,Neoconocephalus,brachypterus,1346504,Insecta
19,1346504,[''],[''],1346504/CSA18803.ogg,CSA,0.0,5.7892,-73.5504,Neoconocephalus brachypterus,Neoconocephalus brachypterus,Neoconocephalus,brachypterus,1346504,Insecta
20,134933,[''],['advertisement call'],134933/XC941298.ogg,XC,4.0,8.626,-80.1392,Espadarana prosoblepon,Emerald Glass Frog,Espadarana,prosoblepon,134933,Amphibia
21,134933,[''],[''],134933/iNat1108984.ogg,iNat,0.0,8.626,-80.1392,Espadarana prosoblepon,Emerald Glass Frog,Espadarana,prosoblepon,134933,Amphibia
22,134933,[''],[''],134933/iNat1160199.ogg,iNat,0.0,8.626,-80.1392,Espadarana prosoblepon,Emerald Glass Frog,Espadarana,prosoblepon,134933,Amphibia
23,134933,[''],[''],134933/iNat859408.ogg,iNat,0.0,10.3639,-84.7898,Espadarana prosoblepon,Emerald Glass Frog,Espadarana,prosoblepon,134933,Amphibia
24,135045,[''],[''],135045/iNat1122209.ogg,iNat,0.0,6.8819,-75.5274,Andinobates opisthomelas,Andean Poison Frog,Andinobates,opisthomelas,135045,Amphibia
25,135045,[''],[''],135045/iNat1207345.ogg,iNat,0.0,6.0515,-75.3823,Andinobates opisthomelas,Andean Poison Frog,Andinobates,opisthomelas,135045,Amphibia
26,135045,[''],[''],135045/iNat1207347.ogg,iNat,0.0,6.0515,-75.3823,Andinobates opisthomelas,Andean Poison Frog,Andinobates,opisthomelas,135045,Amphibia
27,135045,[''],[''],135045/iNat1208549.ogg,iNat,0.0,6.0461,-75.2901,Andinobates opisthomelas,Andean Poison Frog,Andinobates,opisthomelas,135045,Amphibia
28,135045,[''],[''],135045/iNat1208550.ogg,iNat,0.0,6.0424,-75.253,Andinobates opisthomelas,Andean Poison Frog,Andinobates,opisthomelas,135045,Amphibia
29,135045,[''],[''],135045/iNat1208551.ogg,iNat,0.0,6.1436,-75.3364,Andinobates opisthomelas,Andean Poison Frog,Andinobates,opisthomelas,135045,Amphibia
30,135045,[''],[''],135045/iNat1208552.ogg,iNat,0.0,6.0055,-75.3879,Andinobates opisthomelas,Andean Poison Frog,Andinobates,opisthomelas,135045,Amphibia
31,135045,[''],[''],135045/iNat1208572.ogg,iNat,0.0,6.0106,-75.3322,Andinobates opisthomelas,Andean Poison Frog,Andinobates,opisthomelas,135045,Amphibia
32,135045,[''],[''],135045/iNat327127.ogg,iNat,0.0,6.874,-75.3888,Andinobates opisthomelas,Andean Poison Frog,Andinobates,opisthomelas,135045,Amphibia
33,135045,[''],[''],135045/iNat48803.ogg,iNat,0.0,6.1779,-75.5752,Andinobates opisthomelas,Andean Poison Frog,Andinobates,opisthomelas,135045,Amphibia
34,1462711,[''],[''],1462711/CSA36371.ogg,CSA,0.0,7.2625,-73.8207,Cocconotus aratifrons,Cocconotus aratifrons,Cocconotus,aratifrons,1462711,Insecta
35,1462711,[''],[''],1462711/CSA36379.ogg,CSA,0.0,7.3842,-73.8456,Cocconotus aratifrons,Cocconotus aratifrons,Cocconotus,aratifrons,1462711,Insecta
36,1462711,[''],[''],1462711/CSA36390.ogg,CSA,0.0,7.3842,-73.8456,Cocconotus aratifrons,Cocconotus aratifrons,Cocconotus,aratifrons,1462711,Insecta
37,1462737,[''],[''],1462737/CSA36341.ogg,CSA,0.0,7.32,-73.7069,Docidocercus fasciatus,Docidocercus fasciatus,Docidocercus,fasciatus,1462737,Insecta
38,1462737,[''],[''],1462737/CSA36369.ogg,CSA,0.0,7.3509,-73.8287,Docidocercus fasciatus,Docidocercus fasciatus,Docidocercus,fasciatus,1462737,Insecta
39,1462737,[''],[''],1462737/CSA36380.ogg,CSA,0.0,7.3842,-73.8456,Docidocercus fasciatus,Docidocercus fasciatus,Docidocercus,fasciatus,1462737,Insecta
40,1462737,[''],[''],1462737/CSA36381.ogg,CSA,0.0,7.3842,-73.8456,Docidocercus fasciatus,Docidocercus fasciatus,Docidocercus,fasciatus,1462737,Insecta
41,1462737,[''],[''],1462737/CSA36386.ogg,CSA,0.0,7.3842,-73.8456,Docidocercus fasciatus,Docidocercus fasciatus,Docidocercus,fasciatus,1462737,Insecta
42,1462737,[''],[''],1462737/CSA36391.ogg,CSA,0.0,7.3842,-73.8456,Docidocercus fasciatus,Docidocercus fasciatus,Docidocercus,fasciatus,1462737,Insecta
43,1462737,[''],[''],1462737/CSA36395.ogg,CSA,0.0,7.3206,-73.7128,Docidocercus fasciatus,Docidocercus fasciatus,Docidocercus,fasciatus,1462737,Insecta
44,1564122,[''],[''],1564122/CSA34195.ogg,CSA,0.0,-3.8333,-70.3333,Daedadelus waehnerorum ,Daedadelus waehnerorum ,Daedadelus,waehnerorum,1564122,Insecta
45,1564122,[''],[''],1564122/CSA34196.ogg,CSA,0.0,-3.8333,-70.3333,Daedadelus waehnerorum ,Daedadelus waehnerorum ,Daedadelus,waehnerorum,1564122,Insecta
46,1564122,[''],[''],1564122/CSA34197.ogg,CSA,0.0,-3.8333,-70.3333,Daedadelus waehnerorum ,Daedadelus waehnerorum ,Daedadelus,waehnerorum,1564122,Insecta
47,1564122,[''],[''],1564122/CSA34198.ogg,CSA,0.0,-3.8333,-70.3333,Daedadelus waehnerorum ,Daedadelus waehnerorum ,Daedadelus,waehnerorum,1564122,Insecta
48,1564122,[''],[''],1564122/CSA34199.ogg,CSA,0.0,-3.8333,-70.3333,Daedadelus waehnerorum ,Daedadelus waehnerorum ,Daedadelus,waehnerorum,1564122,Insecta
49,1564122,[''],[''],1564122/CSA34200.ogg,CSA,0.0,-3.8333,-70.3333,Daedadelus waehnerorum ,Daedadelus waehnerorum ,Daedadelus,waehnerorum,1564122,Insecta
50,21038,[''],[''],21038/iNat297879.ogg,iNat,0.0,6.3741,-74.6802,Colostethus inguinalis,Common Rocket Frog,Colostethus,inguinalis,21038,Amphibia
51,21038,[''],[''],21038/iNat65519.ogg,iNat,0.0,9.892,-75.1912,Colostethus inguinalis,Common Rocket Frog,Colostethus,inguinalis,21038,Amphibia
52,21116,[''],[''],21116/iNat296867.ogg,iNat,0.0,5.8604,-74.8877,Dendrobates truncatus,Yellow-striped Poison Dart Frog,Dendrobates,truncatus,21116,Amphibia
53,21116,[''],[''],21116/iNat65520.ogg,iNat,0.0,9.8882,-75.1882,Dendrobates truncatus,Yellow-striped Poison Dart Frog,Dendrobates,truncatus,21116,Amphibia
54,21211,[''],[''],21211/XC882646.ogg,XC,4.0,,,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
55,21211,[''],[''],21211/XC882647.ogg,XC,4.0,,,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
56,21211,[''],[''],21211/XC882648.ogg,XC,4.0,,,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
57,21211,[''],[''],21211/XC882649.ogg,XC,4.0,,,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
58,21211,[''],[''],21211/XC882650.ogg,XC,4.0,,,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
59,21211,[''],[''],21211/XC882651.ogg,XC,4.0,,,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
60,21211,[''],[''],21211/XC882652.ogg,XC,4.0,-4.2443,-69.9264,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
61,21211,[''],[''],21211/XC882653.ogg,XC,4.0,,,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
62,21211,[''],[''],21211/XC882654.ogg,XC,4.0,0.8366,-51.8884,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
63,21211,[''],[''],21211/XC882655.ogg,XC,4.0,0.8366,-51.8884,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
64,21211,[''],[''],21211/XC882656.ogg,XC,4.0,,,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
65,21211,[''],[''],21211/XC882657.ogg,XC,4.0,,,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
66,21211,[''],[''],21211/XC882658.ogg,XC,4.0,-4.3811,-70.0448,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
67,21211,[''],[''],21211/XC882659.ogg,XC,4.0,-10.2097,-67.7092,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
68,21211,[''],[''],21211/XC896828.ogg,XC,2.0,3.9871,-52.5875,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
69,21211,[''],[''],21211/XC896832.ogg,XC,3.0,3.9871,-52.5875,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
70,21211,[''],[''],21211/XC896838.ogg,XC,3.0,3.9871,-52.5875,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
71,21211,[''],[''],21211/XC896839.ogg,XC,4.0,3.9871,-52.5875,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
72,21211,[''],[''],21211/XC896840.ogg,XC,3.0,3.9871,-52.5875,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
73,21211,[''],[''],21211/XC896855.ogg,XC,3.0,3.9871,-52.5875,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
74,21211,[''],[''],21211/XC896857.ogg,XC,3.0,3.9871,-52.5875,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
75,21211,[''],[''],21211/XC896860.ogg,XC,3.0,3.9871,-52.5875,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
76,21211,[''],[''],21211/XC896861.ogg,XC,2.0,3.9871,-52.5875,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
77,21211,[''],[''],21211/XC896863.ogg,XC,3.0,3.9871,-52.5875,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
78,21211,[''],[''],21211/XC913785.ogg,XC,3.0,4.0883,-52.6813,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
79,21211,[''],[''],21211/XC913809.ogg,XC,3.0,4.0883,-52.6813,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
80,21211,[''],[''],21211/XC913811.ogg,XC,3.0,4.0883,-52.6813,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
81,21211,[''],[''],21211/XC913839.ogg,XC,3.0,4.0891,-52.6816,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
82,21211,[''],[''],21211/XC913840.ogg,XC,3.0,4.0891,-52.6816,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
83,21211,[''],[''],21211/XC913858.ogg,XC,3.0,4.0891,-52.6816,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
84,21211,[''],[''],21211/XC913859.ogg,XC,3.0,4.0891,-52.6816,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
85,21211,[''],[''],21211/XC913880.ogg,XC,4.0,4.0895,-52.682,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
86,21211,[''],[''],21211/XC913881.ogg,XC,4.0,4.0895,-52.682,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
87,21211,[''],[''],21211/XC913886.ogg,XC,4.0,4.0895,-52.682,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
88,21211,[''],[''],21211/XC913887.ogg,XC,4.0,4.0895,-52.682,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
89,21211,[''],[''],21211/XC913893.ogg,XC,3.0,4.0895,-52.682,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
90,21211,[''],[''],21211/XC913894.ogg,XC,3.0,4.0895,-52.682,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
91,21211,[''],[''],21211/XC913976.ogg,XC,3.0,4.0916,-52.6858,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
92,21211,[''],[''],21211/XC913977.ogg,XC,3.0,4.0916,-52.6858,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
93,21211,[''],[''],21211/XC913978.ogg,XC,3.0,4.0916,-52.6858,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
94,21211,[''],[''],21211/XC913992.ogg,XC,3.0,4.0916,-52.6858,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
95,21211,[''],[''],21211/XC913997.ogg,XC,3.0,4.0916,-52.6858,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
96,21211,[''],[''],21211/XC913998.ogg,XC,3.0,4.0946,-52.6862,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
97,21211,[''],[''],21211/XC914005.ogg,XC,3.0,4.0946,-52.6862,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
98,21211,[''],[''],21211/XC914013.ogg,XC,3.0,4.0964,-52.6858,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
99,21211,[''],[''],21211/XC914025.ogg,XC,3.0,4.0964,-52.6858,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
100,21211,[''],[''],21211/XC914028.ogg,XC,3.0,4.0964,-52.6858,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
101,21211,[''],[''],21211/XC917437.ogg,XC,3.0,4.0889,-52.6742,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
102,21211,[''],[''],21211/XC917444.ogg,XC,3.0,4.0889,-52.6742,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
103,21211,[''],[''],21211/XC917465.ogg,XC,2.0,4.0889,-52.6742,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
104,21211,[''],[''],21211/XC917470.ogg,XC,3.0,4.0889,-52.6742,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
105,21211,[''],[''],21211/XC917471.ogg,XC,3.0,4.0889,-52.6742,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
106,21211,[''],[''],21211/XC920803.ogg,XC,2.0,4.0945,-52.6862,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
107,21211,[''],[''],21211/XC920868.ogg,XC,3.0,4.0425,-52.6779,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
108,21211,[''],[''],21211/XC920870.ogg,XC,3.0,4.0425,-52.6779,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
109,21211,[''],[''],21211/XC920872.ogg,XC,3.0,4.0425,-52.6779,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
110,21211,[''],[''],21211/XC920873.ogg,XC,3.0,4.0425,-52.6779,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
111,21211,[''],[''],21211/XC920881.ogg,XC,3.0,4.0425,-52.6779,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
112,21211,[''],[''],21211/XC920888.ogg,XC,3.0,4.0425,-52.6779,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
113,21211,[''],[''],21211/XC920892.ogg,XC,3.0,4.0425,-52.6779,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
114,21211,[''],[''],21211/XC925906.ogg,XC,3.0,4.0849,-52.6841,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
115,21211,[''],[''],21211/XC925907.ogg,XC,3.0,4.0849,-52.6841,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
116,21211,[''],[''],21211/XC925908.ogg,XC,3.0,4.0849,-52.6841,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
117,21211,[''],[''],21211/XC925925.ogg,XC,3.0,4.0849,-52.6841,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
118,21211,[''],[''],21211/XC928709.ogg,XC,3.0,3.6023,-53.26,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
119,21211,[''],[''],21211/XC928710.ogg,XC,3.0,3.6023,-53.26,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
120,21211,[''],[''],21211/XC928714.ogg,XC,3.0,3.6023,-53.26,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
121,21211,[''],[''],21211/XC934741.ogg,XC,5.0,5.2313,-52.8547,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
122,21211,[''],[''],21211/iNat1005762.ogg,iNat,0.0,4.87,-52.3162,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
123,21211,[''],[''],21211/iNat359445.ogg,iNat,0.0,-4.1323,-69.9548,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
124,21211,[''],[''],21211/iNat361221.ogg,iNat,0.0,-4.1306,-69.9562,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
125,21211,[''],[''],21211/iNat361222.ogg,iNat,0.0,-4.131,-69.9557,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
126,21211,[''],[''],21211/iNat597267.ogg,iNat,0.0,-8.0523,-71.2039,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
127,21211,[''],[''],21211/iNat946486.ogg,iNat,0.0,4.1042,-52.6225,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
128,21211,[''],[''],21211/iNat986383.ogg,iNat,0.0,4.864,-52.3619,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
129,21211,[''],[''],21211/iNat998468.ogg,iNat,0.0,4.8595,-52.3486,Allobates femoralis,Spotted-thighed Poison Frog,Allobates,femoralis,21211,Amphibia
130,22333,[''],['advertisement call'],22333/XC890507.ogg,XC,5.0,12.1205,-68.9658,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
131,22333,[''],['territorial call'],22333/XC894982.ogg,XC,4.0,12.1187,-68.2912,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
132,22333,[''],[''],22333/XC913746.ogg,XC,3.0,4.9122,-52.2701,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
133,22333,[''],[''],22333/XC949880.ogg,XC,4.0,5.3459,-72.4262,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
134,22333,[''],[''],22333/iNat1005729.ogg,iNat,0.0,4.87,-52.3162,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
135,22333,[''],[''],22333/iNat1008712.ogg,iNat,0.0,4.945,-52.3173,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
136,22333,[''],[''],22333/iNat1155704.ogg,iNat,0.0,18.411,-77.1054,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
137,22333,[''],[''],22333/iNat1208354.ogg,iNat,0.0,10.1846,-68.0075,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
138,22333,[''],[''],22333/iNat1236061.ogg,iNat,0.0,3.4762,-76.5298,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
139,22333,[''],[''],22333/iNat1237389.ogg,iNat,0.0,3.4576,-76.5359,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
140,22333,[''],[''],22333/iNat1237907.ogg,iNat,0.0,3.4499,-76.5392,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
141,22333,[''],[''],22333/iNat1239167.ogg,iNat,0.0,3.4574,-76.5357,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
142,22333,[''],[''],22333/iNat1241231.ogg,iNat,0.0,3.4493,-76.5425,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
143,22333,[''],[''],22333/iNat1245802.ogg,iNat,0.0,6.8169,-58.0763,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
144,22333,[''],[''],22333/iNat1273155.ogg,iNat,0.0,3.2741,-76.5146,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
145,22333,[''],[''],22333/iNat1274792.ogg,iNat,0.0,14.5522,-61.0536,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
146,22333,[''],[''],22333/iNat144601.ogg,iNat,0.0,17.1699,-61.8015,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
147,22333,[''],[''],22333/iNat150110.ogg,iNat,0.0,10.6505,-61.4068,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
148,22333,[''],[''],22333/iNat233716.ogg,iNat,0.0,7.0205,-73.07,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
149,22333,[''],[''],22333/iNat255294.ogg,iNat,0.0,10.661,-61.5171,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
150,22333,[''],[''],22333/iNat292304.ogg,iNat,0.0,10.4803,-66.7944,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
151,22333,[''],[''],22333/iNat332150.ogg,iNat,0.0,10.611,-61.3001,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
152,22333,[''],[''],22333/iNat344525.ogg,iNat,0.0,12.0867,-68.898,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
153,22333,[''],[''],22333/iNat34849.ogg,iNat,0.0,18.5226,-77.8579,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
154,22333,[''],[''],22333/iNat503234.ogg,iNat,0.0,18.5239,-77.8343,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
155,22333,[''],[''],22333/iNat516995.ogg,iNat,0.0,3.3419,-76.5306,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
156,22333,[''],[''],22333/iNat52742.ogg,iNat,0.0,6.2386,-75.6059,Eleutherodactylus johnstonei,Lesser Antillean whistling frog,Eleutherodactylus,johnstonei,22333,Amphibia
